device_id,browser_type,os_type,device_type
-1137329863,Mobile Safari,iOS,iPhone
-1137198127,Chrome Mobile WebView,Android,VOG-L04
-1137143087,Chrome Mobile,Android,Nokia undefined$2$3
-1136512693,Firefox,Windows,Other
-1135465244,Chrome,Mac OS X,Other
-1133693808,Chrome Mobile WebView,Android,XiaoMi Redmi Note 6 Pro
-1133202902,Chrome Mobile WebView,Android,Samsung SM-F711U
-1132685681,UC Browser,Android,vivo $2
-1131346082,Chrome,Android,Generic Smartphone
-1130909161,Chrome Mobile WebView,Android,Samsung SM-G986U1
-1128768474,Opera,Linux,Other
-1128190650,Chrome,Mac OS X,Other
-1127841004,Chrome Mobile WebView,Android,Samsung SM-S918B
-1127127298,Chrome,Mac OS X,Other
-1126384753,Chrome,Windows,Other
-1126145801,Firefox,Windows,Other
-1125981966,Chrome Mobile iOS,iOS,iPhone
-1125968345,Mobile Safari UI/WKWebView,iOS,iPhone
-1125237183,Facebook,Android,XiaoMi Redmi Note 8T
-1124819641,Samsung Internet,Android,Samsung SM-G781V
-1124651613,Chrome Mobile WebView,Android,Samsung SM-S908W
-1124455265,Facebook,Android,Pixel 3
-1124427337,Chrome,Mac OS X,Other
-1124266624,DataForSeoBot,Other,Spider
-1124061047,Mobile Safari UI/WKWebView,iOS,iPhone
-1123308706,Chrome Mobile WebView,Android,ANE-LX2
-1123297871,Firefox,Windows,Other
-1123001528,Facebook,Android,Pixel 2
-1121758326,Chrome Mobile WebView,Android,CPH1909
-1120818358,Chrome Mobile,Android,Generic Smartphone
-1120480096,Chrome Mobile WebView,Android,JAD-LX9
-1119319694,Chrome,Windows,Other
-1119036218,Chrome Mobile WebView,Android,Samsung SM-G965U
-1118046124,Mobile Safari UI/WKWebView,iOS,iPad
-1117841446,Chrome Mobile WebView,Android,Nokia$2$3
-1116126102,Firefox Mobile,Android,Generic Smartphone
-1115851376,Firefox,Windows,Other
-1114336455,Chromium,Ubuntu,Other
-1114226898,Facebook,Android,Generic Smartphone
-1114123784,Firefox,Ubuntu,Other
-1114110366,Chrome,Mac OS X,Other
-1113264152,Samsung Internet,Tizen,Samsung SMART-TV
-1112065049,Firefox,Windows,Other
-1111921119,Firefox,Windows,Other
-1110761524,Firefox,Ubuntu,Other
-1110206251,Samsung Internet,Android,Samsung SM-A528B
-1109347652,Mobile Safari,iOS,iPhone
-1106945244,Mobile Safari UI/WKWebView,iOS,iPhone
-1106776733,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8 Pro
-1106160996,Facebook,Android,Samsung SM-G965U
-1106107617,Samsung Internet,Android,Samsung $2
-1105744534,Chrome Mobile WebView,Android,Nokia$2$3
-1105468171,Mobile Safari UI/WKWebView,iOS,iPhone
-1104677493,Firefox,Windows,Other
-1104322652,Chrome Mobile WebView,Android,Samsung SM-G975U
-1103032050,Chrome Mobile iOS,iOS,iPhone
-1102753363,Firefox,Windows,Other
-1102694364,Chrome,Mac OS X,Other
-1101939053,Samsung Internet,Android,Samsung SM-G996U
-1101832520,Chrome Mobile WebView,Android,Samsung SM-N981B
-1101774425,Spark,Other,iOS-Device
-1101495741,Firefox iOS,iOS,iPhone
-1100718401,okhttp,Other,Other
-1099513955,Chrome,Mac OS X,Other
-1098480261,Firefox,Windows,Other
-1097471912,Firefox,Linux,Other
-1095325819,Firefox,Windows,Other
-1095248046,Chrome Mobile iOS,iOS,iPhone
-1094584239,Chrome,Mac OS X,Other
-1094372602,Chrome Mobile iOS,iOS,iPhone
-1093966067,Mobile Safari UI/WKWebView,iOS,iPhone
-1093498167,Chrome Mobile WebView,Android,Samsung SM-G991U1
-1093017525,Firefox,OpenBSD,Other
-1092830233,Chrome Mobile WebView,Android,POT-LX1
-1092645933,Chrome,Linux,Other
-1091934458,Samsung Internet,Android,Samsung SM-A716S
-1091663435,Chrome Mobile iOS,iOS,iPhone
-1090833571,Chrome Mobile WebView,Android,Samsung SM-S901E
-1090143950,Lynx,Other,Other
-1089811713,Samsung Internet,Android,Samsung SM-A515F
-1089703815,Chrome Mobile WebView,Android,Samsung SM-G981U
-1089667550,Screaming Frog SEO Spider,Other,Spider
-1089137768,Firefox,Linux,Other
-1089070216,Chrome,Windows,Other
-1088565224,curl,Other,Other
-1088329777,Samsung Internet,Android,Samsung SM-S906E
-1088058372,Chrome,Mac OS X,Other
-1087453555,Mobile Safari,iOS,iPhone
-1087438445,Mobile Safari,iOS,iPhone
-1086488241,QQ Browser,Windows,Other
-1086327604,Mobile Safari UI/WKWebView,iOS,iPhone
-1086274093,Chrome Mobile WebView,Android,Samsung SM-A326U
-1086185380,WhatsApp,Other,Spider
-1085462073,Samsung Internet,Android,Samsung SM-M336BU
-1084947870,Yandex Browser,Windows,Other
-1084389703,Chrome Mobile WebView,Android,Samsung SM-A125M
-1082320071,Opera,Windows,Other
-1081527817,Mobile Safari UI/WKWebView,iOS,iPhone
-1081057583,Chrome,Mac OS X,Other
-1080009624,Facebook,iOS,iPhone
-1079981287,Chrome Mobile WebView,Android,Samsung SM-G998W
-1079883553,Chrome Mobile iOS,iOS,iPhone
-1078089283,Firefox,Linux,Other
-1076947656,Chrome,Mac OS X,Other
-1075421512,Chrome,Windows,Other
-1074230718,Mobile Safari UI/WKWebView,iOS,iPhone
-1074144332,FacebookBot,Mac OS X,Spider
-1073476914,Android,Android,Nokia undefined$2$3
-1072898962,Facebook,Android,Pixel 7
-1072769080,Mobile Safari,iOS,iPhone
-1069942046,Spark,Other,iOS-Device
-1069730088,Samsung Internet,Android,Samsung SM-G980F
-1069703934,Samsung Internet,Android,Samsung SM-G990B
-1069388223,HeadlessChrome,Linux,Other
-1067372418,Opera,Mac OS X,Other
-1067303569,Chrome,Linux,Other
-1067276089,Chrome Mobile WebView,Android,Samsung SM-G970U1
-1066503329,IE,Mac OS,Other
-1065608830,Edge,Windows,Other
-1063171671,Facebook,iOS,iPhone
-1062407486,Chrome,Windows,Other
-1062243809,Chrome Mobile WebView,Android,CPH1901
-1061856114,Mobile Safari UI/WKWebView,iOS,iPhone
-1060657457,Samsung Internet,Android,Samsung SM-G950F
-1060564698,Scrapy,Other,Spider
-1060367053,Chrome,Linux,Other
-1060168242,Chrome Mobile WebView,Android,Samsung SM-G996B
-1060145362,HeadlessChrome,Linux,Other
-1060059639,Chrome Mobile iOS,iOS,iPhone
-1059594204,Mobile Safari UI/WKWebView,iOS,iPhone
-1059553889,Chrome,Mac OS X,Other
-1059413890,Chrome,Windows,Other
-1058514680,Chrome Mobile,Android,Generic Smartphone
-1057928743,Yandex Browser,Windows,Other
-1057001481,Chrome Mobile WebView,Android,XiaoMi Redmi Note 9 Pro
-1055468673,Chrome,Windows,Other
-1055412176,Chrome Mobile iOS,iOS,iPhone
-1054852574,Chrome Mobile WebView,Android,Pixel 6
-1054622273,Samsung Internet,Android,Samsung SM-G960F
-1054474142,SeaMonkey,Red Hat,Other
-1053391302,Facebook,Android,Samsung SM-A125F
-1052573827,Firefox,Windows,Other
-1052539615,Chrome Mobile,Android,Samsung SM-G930V
-1052127114,Chrome Mobile WebView,Android,STK-LX3
-1051614380,Firefox,Mac OS X,Other
-1049950911,Mobile Safari UI/WKWebView,iOS,iPhone
-1049077793,Chrome Mobile WebView,Android,OnePlus ONEPLUS A5000
-1048960925,Firefox,Windows,Other
-1048858184,Firefox,Gentoo,Other
-1047707233,Samsung Internet,Android,Samsung $2
-1046832211,Chrome Mobile WebView,Android,Samsung SM-S911B
-1046613385,Chrome Mobile,Android,Generic Smartphone
-1046336025,Samsung Internet,Android,Samsung SM-G991B
-1046157066,Facebook,Android,Samsung SM-G998B
-1045586727,Chrome,Windows,Other
-1044645452,Chrome,Windows,Other
-1044256590,Chrome,Mac OS X,Other
-1043847436,Facebook,iOS,iPhone
-1042908034,Chrome,Linux,Other
-1042438814,Chrome,Mac OS X,Other
-1041875928,Firefox Mobile,Android,Generic Smartphone
-1040272858,Mobile Safari UI/WKWebView,iOS,iPhone
-1040067262,Samsung Internet,Android,Samsung SM-F936U1
-1039383458,Chrome,Android,Generic Tablet
-1037932174,Firefox,Mac OS X,Other
-1037766268,Samsung Internet,Android,Samsung SM-N950U
-1037224165,Chrome,Windows,Other
-1036883537,Chrome,Windows,Other
-1035744006,Chrome Mobile WebView,Android,Samsung SM-A715W
-1035527950,Other,Other,Generic Smartphone
-1034992728,MojeekBot,Other,Spider
-1033930852,Chrome,Mac OS X,Other
-1033674672,Chrome Mobile,Android,Generic Smartphone
-1033641867,Mobile Safari UI/WKWebView,iOS,iPhone
-1033559333,Chrome,Linux,Other
-1033378959,Samsung Internet,Android,Samsung SM-G960W
-1032690510,Chrome Mobile iOS,iOS,iPhone
-1032619235,Samsung Internet,Android,Samsung SM-G780F
-1032124587,Firefox,Ubuntu,Other
-1030997454,Samsung Internet,Android,Samsung SM-A235F
-1030391278,Firefox,Mac OS X,Other
-1029838121,Chrome,Mac OS X,Other
-1029516778,Chrome Mobile WebView,Android,Samsung SM-G950U1
-1029174669,Mobile Safari UI/WKWebView,iOS,iPhone
-1028663683,Mobile Safari,iOS,iPhone
-1028109197,Samsung Internet,Android,Samsung SM-A736B
-1027379206,Chrome Mobile WebView,Android,Samsung SM-G998U1
-1027148551,Chrome Mobile,Android,XiaoMi Redmi 4
-1026499202,Mobile Safari UI/WKWebView,iOS,iPhone
-1025887518,Firefox,Mac OS X,Other
-1024437317,Chrome Mobile WebView,Android,SNE-LX1
-1024097511,Chrome Mobile,Android,DRA-LX9
-1021414310,Chrome Mobile WebView,Android,ANE-AL00
-1020076359,Chrome Mobile WebView,Android,CLT-L29
-1019695792,Chrome,Windows,Other
-1018723267,Chrome Mobile WebView,Android,Samsung SM-G973U
-1018708959,Chrome Mobile WebView,Android,STK-LX1
-1018607537,Samsung Internet,Android,Samsung SM-A516U
-1018106420,Chrome Mobile,Android,Generic Smartphone
-1017796948,Yandex Browser,Windows,Other
-1017314989,Chrome Mobile WebView,Android,Samsung SM-S908B
-1016528510,Mobile Safari UI/WKWebView,iOS,iPhone
-1016168036,Chrome,Linux,Other
-1016146441,Baiduspider,Other,Spider
-1015934096,Chrome Mobile iOS,iOS,iPhone
-1015699165,Firefox iOS,iOS,iPhone
-1015440165,Chrome Mobile iOS,iOS,iPhone
-1015179548,Chrome,Mac OS X,Other
-1013594970,Chrome Mobile,Android,Nokia undefined$2$3
-1012740184,WhatsApp,Other,Spider
-1011894434,de/bot,Windows,Spider
-1011875768,Mobile Safari UI/WKWebView,iOS,iPhone
-1011819093,Mobile Safari UI/WKWebView,iOS,iPhone
-1010825909,Chrome Mobile WebView,Android,MAR-LX2
-1009727053,Facebook,Android,Generic Smartphone
-1009657762,Android,Android,Samsung Galaxy Nexus
-1009615472,Chrome,Windows,Other
-1008260086,Chrome,Windows,Other
-1007856598,Chrome Mobile iOS,iOS,iPhone
-1007765304,Facebook,iOS,iPhone
-1007636564,Samsung Internet,Android,Samsung SM-G970U1
-1007328674,WhatsApp,Other,Spider
-1007309854,Wget,Other,Other
-1007252212,Firefox Mobile,Android,Generic Smartphone
-1006299427,WhatsApp,Other,Spider
-1005783671,Opera,Windows,Other
-1004820852,Mobile Safari,iOS,iPad
-1003144388,Samsung Internet,Android,Samsung SM-A136B
-1002195094,Mobile Safari,iOS,iPhone
-1001669954,Samsung Internet,Android,Samsung SM-N975W
-1000866068,Chrome Mobile WebView,Android,Oppo R11s
-999545388,Chrome Mobile iOS,iOS,iPhone
-999519475,Firefox,Mac OS X,Other
-998775138,Samsung Internet,Android,Samsung SM-A520F
-998402397,Chrome,Mac OS X,Other
-997876948,Chrome,Mac OS X,Other
-997106958,Chrome Mobile iOS,iOS,iPhone
-996702454,Chrome Mobile WebView,Android,Samsung SM-G988N
-995958623,Chrome,Mac OS X,Other
-995791702,Samsung Internet,Android,Samsung SM-G996B
-995456264,Samsung Internet,Android,Samsung SM-T870
-995130146,Chrome Mobile WebView,Android,Samsung SM-A725F
-994518208,Facebook,iOS,iPhone
-993160216,Facebook,Android,Nokia$2$3
-992956730,Mobile Safari UI/WKWebView,iOS,iPhone
-991797984,Mobile Safari UI/WKWebView,iOS,iPhone
-991319827,Chrome,Mac OS X,Other
-990004361,Mobile Safari UI/WKWebView,iOS,iPhone
-989175995,Samsung Internet,Android,Samsung SM-A135M
-989170563,Chrome,Windows,Other
-989013719,Mobile Safari,iOS,iPhone
-988923477,Chrome,Mac OS X,Other
-987796999,Chrome,Mac OS X,Other
-987778137,Chrome Mobile WebView,Android,MAR-LX1B
-987308170,Wget,Other,Other
-986889940,Firefox,Ubuntu,Other
-985354421,Chrome,Linux,Other
-985189903,Chrome Mobile WebView,Android,ELE-L29
-984821993,Chrome,Windows,Other
-984458052,Samsung Internet,Android,Samsung SM-G770F
-983523355,Chrome Mobile iOS,iOS,iPhone
-983197604,Chrome Mobile WebView,Android,MAR-LX1A
-980948353,Mobile Safari UI/WKWebView,iOS,iPhone
-980668371,Pale Moon,Windows,Other
-980201597,Samsung Internet,Android,Samsung SM-A505F
-980019250,Chrome,Linux,Other
-979445566,Chrome,Linux,Other
-978464427,Samsung Internet,Android,Samsung SM-A135F
-977706421,Facebook,Android,Samsung SM-A135M
-977535308,Firefox,Windows,Other
-977119580,Firefox,Ubuntu,Other
-972605533,Chrome Mobile WebView,Android,Samsung SM-M205F
-971655262,Samsung Internet,Android,Samsung SM-G981W
-971167955,Chrome,Mac OS X,Other
-970774257,Firefox,Mac OS X,Other
-970495949,Chrome Mobile iOS,iOS,iPhone
-969141197,Screaming Frog SEO Spider,Other,Spider
-968267480,Samsung Internet,Android,Samsung SM-M307FN
-967785694,Edge,Windows,Other
-967727184,Firefox,Windows,Other
-966223371,Mobile Safari,iOS,iPhone
-965853301,Chrome Mobile iOS,iOS,iPhone
-965504321,Samsung Internet,Android,Generic Smartphone
-965214251,Chrome,Mac OS X,Other
-964625210,Chrome Mobile WebView,Android,TECNO $2
-963188172,WhatsApp,Other,Spider
-962542735,Samsung Internet,Android,Samsung SM-S908W
-961410715,Chrome Mobile WebView,Android,Samsung SM-M205F
-961288139,Samsung Internet,Android,Samsung SM-A035F
-960954576,Chrome Mobile,Android,Nexus 5X
-960666820,Firefox,Mac OS X,Other
-960437730,Chrome Mobile WebView,Android,XiaoMi MI 9
-960006245,Chrome,Mac OS X,Other
-959695177,Firefox,Windows,Other
-959651791,Mobile Safari UI/WKWebView,iOS,iPhone
-959264059,Firefox,Windows,Other
-958624055,Python Requests,Other,Other
-957682953,Samsung Internet,Android,Samsung SM-G781W
-957241425,Chrome,Mac OS X,Other
-955422989,Chrome Mobile,Android,Generic Smartphone
-955107192,Chrome,Mac OS X,Other
-955073899,Chromium,Ubuntu,Other
-954770444,Yandex Browser,Windows,Other
-953420282,Chrome,Windows,Other
-951012737,Chrome Mobile WebView,Android,Samsung SM-M115F
-950825501,Chrome Mobile iOS,iOS,iPhone
-950565246,Mobile Safari UI/WKWebView,iOS,iPhone
-950527385,Firefox,Windows,Other
-950088477,WhatsApp,Other,Spider
-948851779,Chrome,Mac OS X,Other
-948158516,Chrome,Mac OS X,Other
-948122445,Chrome,Mac OS X,Other
-947551412,WhatsApp,Other,Spider
-947254137,Client,Other,iOS-Device
-946989773,Samsung Internet,Android,Samsung SM-A305F
-946873323,Chrome Mobile,Android,Nexus 5
-946010717,Chrome,Mac OS X,Other
-945259025,Mobile Safari UI/WKWebView,iOS,iPhone
-943841779,Samsung Internet,Android,Samsung SM-S901U1
-942979580,Firefox,Windows,Other
-942422841,Firefox,Windows,Other
-941908534,Chrome Mobile,Android,Generic Smartphone
-940885926,_please_add_disallow_to_the_robots,Other,Spider
-940709778,Opera,Windows,Other
-940493088,Chrome,Mac OS X,Other
-940340082,Mobile Safari UI/WKWebView,iOS,iPhone
-937516675,Firefox,Linux,Other
-935967326,Firefox,Windows,Other
-935599386,Facebook,Android,Samsung SM-G965U
-934052694,Chrome,Windows,Other
-933404487,Chrome,Chrome OS,Other
-932823362,Mobile Safari,iOS,iPhone
-931971223,Chrome,Windows,Other
-931374855,Samsung Internet,Android,Samsung SM-A336B
-930069946,Client,Other,iOS-Device
-929776490,DomainStatsBot,Other,Spider
-928031508,Chrome,Windows,Other
-927677988,Samsung Internet,Android,Samsung SM-A325M
-926473240,Chrome Mobile WebView,Android,Samsung SM-G991U
-926067468,Chrome Mobile iOS,iOS,iPhone
-925576695,Chrome Mobile WebView,Android,Infinix $2
-925564822,Chrome Mobile,Android,XiaoMi Redmi Note 9 Pro
-924912598,Samsung Internet,Android,Samsung SM-A536E
-924146117,Samsung Internet,Android,Samsung SM-A415F
-921845050,Samsung Internet,Android,Samsung SM-G950F
-921268476,Chrome,Windows,Other
-921203420,Chrome Mobile WebView,Android,Samsung SM-A736B
-920058673,t3versionsBot,Other,Spider
-919811208,Samsung Internet,Android,Samsung SM-A525F
-919633843,Samsung Internet,Android,Samsung SM-G973W
-918963424,Chrome Mobile WebView,Android,Samsung SM-N950U
-918832578,Chrome Mobile WebView,Android,XiaoMi Redmi Note 7S
-918107379,Facebook,Android,OnePlus ONEPLUS A3003
-917086675,Firefox,Mac OS X,Other
-916301502,Chrome Mobile iOS,iOS,iPhone
-915107487,Samsung Internet,Android,Samsung SM-N986U1
-914889699,Chrome Mobile WebView,Android,vivo $2
-914288218,Chrome Mobile WebView,Android,XiaoMi MI 9
-912876027,Chrome Mobile iOS,iOS,iPhone
-912606367,Chrome Mobile WebView,Android,XiaoMi Redmi Note 9 Pro
-912391648,Mobile Safari UI/WKWebView,iOS,iPhone
-912057726,Samsung Internet,Android,Samsung SM-A307FN
-911341387,Chrome Mobile,Android,Nokia undefined$2$3
-911185252,Firefox,Ubuntu,Other
-910472629,Chrome,Windows,Other
-910398199,Mobile Safari UI/WKWebView,iOS,iPad
-910040499,Crawlson,Other,Spider
-909861673,Wget,Other,Other
-908160472,DF Bot,Other,Other
-906709219,Chrome Mobile WebView,Android,Samsung SM-A136B
-906264142,curl,Other,Other
-906254425,Firefox,Windows,Other
-905695431,Chrome Mobile,Android,Nokia undefined$2$3
-905508125,Chrome,Mac OS X,Other
-904935193,Chrome Mobile iOS,iOS,iPad
-904839854,Chrome,Linux,Other
-904812283,Samsung Internet,Android,Samsung SM-G965U
-903819243,Mobile Safari UI/WKWebView,iOS,iPhone
-903189265,Chrome Mobile iOS,iOS,iPad
-901124426,Mobile Safari UI/WKWebView,iOS,iPhone
-901019860,Chrome Mobile,Android,Generic Smartphone
-900625240,Safari,Mac OS X,Other
-897236252,Chrome Mobile WebView,Android,Samsung SM-G996U1
-896321901,Chrome Mobile WebView,Android,Samsung SM-A305G
-895541556,Mobile Safari UI/WKWebView,iOS,iPhone
-895428664,Chrome,Mac OS X,Other
-894850770,Firefox,Linux,Other
-893796722,Chrome,Windows,Other
-893731907,Mobile Safari UI/WKWebView,iOS,iPad
-892634662,Chrome,Windows,Other
-891951279,Chrome Mobile WebView,Android,EVR-L29
-890486794,Edge,Windows,Other
-887951016,Chrome Mobile WebView,Android,Samsung SM-S901B
-887516106,Chrome,Windows,Other
-886558862,Chrome,Mac OS X,Other
-886174448,Samsung Internet,Android,Samsung SM-G986U
-886101973,Mobile Safari,iOS,iPhone
-885975943,Opera,Windows,Other
-885696171,Chrome Mobile iOS,iOS,iPhone
-884459334,Chrome Mobile WebView,Android,Samsung SM-S911W
-883985213,Mobile Safari UI/WKWebView,iOS,iPhone
-883806255,Firefox Mobile,Android,Generic Smartphone
-883029584,Mobile Safari UI/WKWebView,iOS,iPhone
-882648549,Chrome Mobile WebView,Android,FIG-LX1
-882601033,Chrome,FreeBSD,Other
-882010033,Samsung Internet,Android,Samsung SM-S908B
-881982601,Chrome,Windows,Other
-880839767,Safari,Mac OS X,Other
-880061348,Chrome Mobile WebView,Android,JKM-LX1
-878810211,Chrome Mobile WebView,Android,Samsung SM-G770F
-878462809,Facebook,iOS,iPhone
-876338362,WhatsApp,Other,Spider
-876289669,Chrome Mobile WebView,Android,YAL-L21
-875834517,Chrome Mobile,Android,Generic Smartphone
-875830439,Firefox,Ubuntu,Other
-874297281,Mobile Safari UI/WKWebView,iOS,iPhone
-873995399,Mobile Safari UI/WKWebView,iOS,iPhone
-872834522,Chrome Mobile iOS,iOS,iPad
-869295297,Firefox,Mac OS X,Other
-868989253,Opera,Windows,Other
-868785776,Firefox iOS,iOS,iPhone
-868155100,Samsung Internet,Android,Samsung SM-G990W
-867655731,Firefox,Mac OS X,Other
-865821455,Facebook,iOS,iPhone
-865762799,Chrome,Mac OS X,Other
-865573098,Chrome,Windows,Other
-865523392,Facebook,Android,Generic Smartphone
-864268087,Chrome Mobile,Android,Generic Smartphone
-863628957,Chrome Mobile iOS,iOS,iPhone
-863514441,Chrome Mobile iOS,iOS,iPhone
-863064685,Chrome,Windows,Other
-862812572,Chrome,Mac OS X,Other
-862193575,Chrome,Linux,Other
-861239296,Chrome Mobile WebView,Android,Samsung SM-M127G
-857824927,Mobile Safari UI/WKWebView,iOS,iPad
-857796020,Other,Windows 98,Other
-857200405,Chrome,Mac OS X,Other
-856810727,Samsung Internet,Android,Samsung SM-A505F
-856062331,Firefox,Windows,Other
-854414708,Mobile Safari UI/WKWebView,iOS,iPhone
-852954565,Chrome Mobile WebView,Android,COL-L29
-850621908,HeadlessChrome,Linux,Other
-850262029,Firefox,Windows,Other
-849774519,Chrome,Mac OS X,Other
-848477358,Opera Mobile,Android,Generic Smartphone
-846891225,3+bottle,Other,Spider
-845484227,Samsung Internet,Android,Samsung SM-A346B
-844225554,Chrome,Mac OS X,Other
-844058496,Facebook,iOS,iPhone
-843784207,Samsung Internet,Android,Samsung SM-M127G
-843414108,Chrome Mobile,Android,Samsung SM-S901E
-843023486,Chrome,Mac OS X,Other
-842609713,Mobile Safari UI/WKWebView,iOS,iPad
-842530035,Chrome Mobile WebView,Android,Samsung SM-A217M
-840530679,Firefox,Mac OS X,Other
-840228432,Chrome Mobile,Android,Generic Smartphone
-839758903,Firefox,Windows,Other
-838086338,Samsung Internet,Android,Samsung SM-A127M
-838063463,Samsung Internet,Android,Samsung SM-G991U
-836894865,Chrome Mobile WebView,Android,Samsung SM-G981U
-836430059,Spark%20Desktop%20Helper,Other,iOS-Device
-835980254,UC Browser,Android,NOH-NX9
-835570695,Chrome Frame,Windows,Other
-834872347,Mobile Safari UI/WKWebView,iOS,iPhone
-834469221,Samsung Internet,Android,Samsung SM-G973W
-834041278,HeadlessChrome,Linux,Other
-833631353,Samsung Internet,Android,Samsung SM-M515F
-833604614,Chrome Mobile WebView,Android,Pixel 4a
-832802038,Samsung Internet,Android,Samsung SM-G780G
-832508691,Mobile Safari UI/WKWebView,iOS,iPhone
-830883762,Chrome Mobile WebView,Android,Samsung SM-G973F
-830119359,spider,Other,Spider
-829370630,Opera,Windows,Other
-828702358,Chrome Mobile WebView,Android,Samsung SM-G965F
-828644574,Chrome,Mac OS X,Other
-827838924,Samsung Internet,Android,Samsung SM-A235F
-827077717,Puffin,Windows,Other
-825656075,Mobile Safari UI/WKWebView,iOS,iPhone
-825280322,Samsung Internet,Android,Samsung SM-G950U1
-825064521,Chrome Mobile,Android,Generic Smartphone
-823392503,Chrome,Android,Generic Smartphone
-820504510,Samsung Internet,Android,Samsung SM-N770F
-820033686,Chrome Mobile,Android,Generic Smartphone
-819322926,Chrome,Windows,Other
-818446535,Chrome Mobile WebView,Android,Samsung SM-N950F
-818115413,Chrome Mobile,Android,Generic Smartphone
-818025926,Chrome,Windows,Other
-817752155,Mobile Safari UI/WKWebView,iOS,iPhone
-817705285,Firefox,Windows,Other
-817389586,Firefox iOS,iOS,iPhone
-817111176,Mobile Safari,iOS,iPhone
-816434028,Chrome Mobile,Android,Nokia undefined$2$3
-816355865,Chrome,Windows,Other
-815777339,AppEngine-Google,Windows,Spider
-815209947,Facebook,iOS,iPhone
-814422747,Chrome Mobile WebView,Android,Samsung SM-A715F
-813682057,Mobile Safari UI/WKWebView,iOS,iPhone
-813468278,Chrome Mobile iOS,iOS,iPhone
-812437588,Chrome Mobile WebView,Android,VOG-L29
-812077885,Facebook,Android,VOG-L29
-811469961,WhatsApp,Other,Spider
-810585066,Chrome,Windows,Other
-809308146,Chrome Mobile WebView,Android,Pixel 7
-808879563,Samsung Internet,Android,Samsung SM-G960W
-808605938,Chrome Mobile WebView,Android,Samsung SM-G990E
-808287533,Firefox,Windows,Other
-808279444,Chrome Mobile,Android,Generic Smartphone
-808133673,Chrome Mobile iOS,iOS,iPhone
-807271869,Firefox,Fedora,Other
-806604550,Mobile Safari UI/WKWebView,iOS,iPhone
-806540025,Chrome,Linux,Other
-805346632,Chrome Mobile iOS,iOS,iPhone
-805262293,Chrome,Windows,Other
-804752711,ZaldamoSearchBot,Other,Other
-804271100,Firefox Mobile,Android,Generic Smartphone
-803986263,Chrome Mobile WebView,Android,Samsung SM-A707F
-802738646,Mobile Safari,iOS,iPhone
-801200463,Opera Mobile,Android,Generic Smartphone
-801159560,Apache-HttpClient,Other,Other
-801036809,Firefox,Mac OS X,Other
-800190258,Chrome Mobile,Android,Generic Smartphone
-799986827,Samsung Internet,Android,Samsung SM-G965W
-798506596,Chrome Mobile WebView,Android,Samsung SM-A546E
-796946556,Chrome Mobile WebView,Android,Samsung SM-N975F
-796142590,B2B Bot,Other,Other
-794734664,Chrome Mobile WebView,Android,FIG-LX1
-792936350,Chrome,Mac OS X,Other
-792809320,Chrome,Mac OS X,Other
-792697418,Samsung Internet,Android,Samsung SM-G770F
-791968704,Chrome,Linux,Other
-790899555,Chrome,Linux,Other
-790569132,Chrome,Mac OS X,Other
-790508457,Firefox,Linux,Other
-790489183,Chrome Mobile WebView,Android,Samsung SM-S916B
-789941011,Facebook,Android,Samsung SM-G965U
-789668964,Chrome Mobile WebView,Android,Samsung SM-F415F
-789055446,Samsung Internet,Android,Samsung SM-G988U1
-786008743,Mobile Safari UI/WKWebView,iOS,iPhone
-784567633,Chrome Mobile WebView,Android,Samsung SM-G970U1
-784483831,Chrome,Windows,Other
-784229468,Chrome,Windows,Other
-782498670,Chrome,Windows,Other
-782031078,Mobile Safari UI/WKWebView,iOS,iPhone
-780857015,Mobile Safari UI/WKWebView,iOS,iPhone
-779615115,Chrome,Windows,Other
-779111232,Chrome Mobile iOS,iOS,iPhone
-779037270,Samsung Internet,Android,Samsung SM-G977N
-777444966,Chrome,Windows,Other
-777391697,Chrome,Windows,Other
-776609863,Chrome Mobile WebView,Android,Samsung SM-G985F
-776212499,Chrome Mobile WebView,Android,Samsung SM-M515F
-775288250,Chrome Mobile WebView,Android,XiaoMi Redmi Note 9 Pro
-775125335,Samsung Internet,Android,Samsung SM-A217F
-774737898,SemrushBot,Other,Spider
-774305915,Chrome,Windows,Other
-773631605,Chrome,Mac OS X,Other
-773239858,Samsung Internet,Android,Samsung SM-G975U
-773016832,Chrome Mobile iOS,iOS,iPhone
-772315664,Chrome Mobile iOS,iOS,iPad
-769712621,Mobile Safari,iOS,iPhone
-769200120,Chrome,Mac OS X,Other
-768939057,Chrome Mobile WebView,Android,Samsung SM-E236B
-768787967,Firefox iOS,iOS,iPhone
-768129634,Android,Android,Motorola Droid
-767830575,Chrome Mobile WebView,Android,EML-L29
-767574210,Chrome,Linux,Other
-765725828,Chrome Mobile WebView,Android,XiaoMi MI 6X
-764701296,Samsung Internet,Android,Samsung SM-G990B
-763922372,Facebook,Android,Samsung SM-G965U
-763259170,Opera,Windows,Other
-762379739,Facebook,Android,Samsung SM-G973F
-761762623,Chrome Mobile WebView,Android,Generic Smartphone
-761698142,Chrome,Mac OS X,Other
-761417845,Chrome,Mac OS X,Other
-760925631,Chrome Mobile iOS,iOS,iPhone
-758488246,Chrome Mobile WebView,Android,Samsung SM-M307F
-757617108,Chrome,Windows,Other
-757596646,Samsung Internet,Android,Samsung SM-J700F
