medal_id,sprite_uri,sprite_left,sprite_top,sprite_sheet_width,sprite_sheet_height,sprite_width,sprite_height,classification,description,name,difficulty
2279899989,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,225,74,74,1125,899,WeaponProficiency,Kill a player in three shots with the LightRifle without missing.,Perfect Kill,30
775545297,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1275,375,74,74,1350,824,WeaponProficiency,Kill an opponent by using a Sniper Rifle.,Sniper Kill,90
2838259753,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,600,74,74,1125,899,Style,Save a teammate by killing his attacker.,Protector,145
3344421840,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,525,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Grenade.,Grenade Kill,155
3148489433,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,825,74,74,1125,899,Style,Kill an opponent who is using a Ground Pound.,Starkiller,235
1127532123,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,0,74,74,1125,899,KillingSpree,Kill 25 opponents without dying.,Untouchable,25
3522125871,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,825,74,74,1125,899,KillingSpree,Kill 10 opponents without dying.,Killing Frenzy,40
352859864,,,,,,,,Style,Assist in a Team Takedown.,Team Takedown,245
1259067733,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,225,75,74,74,1350,824,Style,Assassinate the opponent responsible for your last death.,Retribution,110
3703205413,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,900,600,74,74,1350,824,Warzone,Participate in a Mythic Boss Takedown,Mythic Takedown,5
1618319591,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,300,74,74,1125,899,Style,Kill an opponent with a headshot immediately after damaging them with a grenade.,Nadeshot,125
2977773352,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,750,74,74,1125,899,WeaponProficiency,Get 3 sniper headshot kills in a row.,Hat Trick,20
2715985301,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,225,525,74,74,1350,824,Ball,Save your ball carrier by killing their attacker.,Ball Carrier Protected,50
2299864088,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,0,74,74,1125,899,CaptureTheFlag,Kill an opponent while holding the flag,Flag Kill,35
2366628262,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,75,74,74,1125,899,Style,EMP an opponent who is then killed.,EMP Assist,210
1838382875,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,375,74,74,1125,899,CaptureTheFlag,Capture 3 flags in a game,Flag Champion,20
515648662,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,1200,300,74,74,1350,824,Vehicles,Destroy an enemy Mongoose.,Mongoose Destroyed,90
3886151616,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,600,750,74,74,1125,899,CaptureTheFlag,Capture a flag.,Flag Capture,50
1723893404,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,300,300,74,74,1350,824,Warzone,Assist a player in killing a Knight.,Knight Assist,100
3718365815,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,975,0,74,74,1350,824,Vehicles,Assist a player in destroying an enemy Phaeton.,Phaeton Assist,110
2155964350,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,75,74,74,1125,899,Breakout,Get a kill within the first 10 seconds of a round.,Fast Break,55
2570365458,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,0,600,74,74,1350,824,WeaponProficiency,Kill an opponent by using a Spartan Laser.,Splaser Kill,85
121303890,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,150,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Rocket Launcher.,Rocket Kill,120
411368450,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,600,74,74,1125,899,Style,Blast a power weapon off of a weapon pad with a Plasma Grenade and have an ally pick it up.,Alley-Oop,5
3033979855,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,225,675,74,74,1125,899,MultiKill,Kill 9 opponents within 5 seconds of one another.,Killpocalypse,10
1423504140,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,75,74,74,1125,899,WeaponProficiency,Kill an enemy at long range by using a precision weapon.,Longshot,55
2502890877,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,300,74,74,1125,899,WeaponProficiency,Kill an opponent by using an Incineration Cannon.,Incineration Kill,140
1637841390,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,375,74,74,1125,899,Strongholds,Assist in capturing an enemy Stronghold.,Capture Assist,40
1862589993,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,0,74,74,1125,899,Warzone,Kill a Jackal.,Jackal Kill,55
125834251,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,150,74,74,1125,899,Vehicles,Drive a vehicle and have a passenger kill an opponent.,Wheelman,150
2541276496,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,300,74,74,1125,899,Breakout,"Get a kill with a gun, a grenade, and a melee in a single round.",Triple Threat,50
3486286344,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,600,74,74,1125,899,WeaponProficiency,Kill an opponent by using a Sniper Rifle while airborne and not zoomed in.,Airborne Snapshot!,10
3392925967,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,525,525,74,74,1125,899,Vehicles,Assist a player in destroying an enemy Scorpion.,Scorpion Assist,115
1659967913,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,300,74,74,1125,899,KillingSpree,Kill 35 opponents without dying.,Inconceivable,15
492192256,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,825,74,74,1125,899,Style,Kill an enemy with Ground Pound.,Ground Pound,140
285057226,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,675,74,74,1125,899,Style,Kill an opponent after you die.,From the Grave,165
2462002800,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,375,74,74,1125,899,Style,Catch a power weapon that was blasted off of a weapon pad with a Plasma Grenade.,Combat Evolved,205
1021972251,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,0,74,74,1125,899,Style,Assist a player in achieving a kill.,Assist,215
3915864153,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,675,74,74,1125,899,Vehicles,Kill an enemy with a grenade while you are riding in a vehicle.,Pineapple Express,3
2763748638,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,600,74,74,1125,899,MultiKill,Kill 3 opponents within 5 seconds of one another.,Triple Kill,40
2782465081,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,675,74,74,1125,899,Style,Kill an enemy who shot you first.,Reversal,115
266550583,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,0,450,74,74,1125,899,KillingSpree,Kill 30 opponents without dying.,Invincible,20
317993761,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,450,74,74,1125,899,MultiKill,Kill 5 opponents within 5 seconds of one another.,Killtacular,30
3344008582,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,825,74,74,1125,899,Warzone,Kill a Soldier.,Soldier Kill,35
2947060439,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,525,74,74,1125,899,Warzone,Kill a Crawler.,Crawler Kill,45
2137994204,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,0,74,74,1125,899,CaptureTheFlag,Capture 2 flags in a game,Flag Runner,25
164204247,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,375,74,74,1125,899,CaptureTheFlag,Kill an enemy that is near your flag.,Flag Defense,55
250435527,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,900,225,74,74,1125,899,Style,Kill an enemy using 2 or more melees.,Brawler,195
466059351,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,825,825,74,74,1125,899,Style,Be the first player to 10 kills on your team.,Top Gun,20
2955425834,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,225,600,74,74,1125,899,Warzone,Kill an Elite.,Elite Kill,30
394618614,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,675,750,74,74,1125,899,CaptureTheFlag,Kill a flag carrier who is about to score.,Stopped Short,5
565087105,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,975,75,74,74,1125,899,MultiKill,Kill 8 opponents within 5 seconds of one another.,Killtastrophe,15
1997362612,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,150,74,74,1125,899,Style,Assist in a Team Takedown.,Team Takedown,245
1326375333,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,300,0,74,74,1125,899,Style,Assist in a Team Takedown.,Team Takedown,245
2221955973,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medals_3-16-16-5bc472e359714da28a59aa1bd27e9e2d.png,600,300,74,74,1350,824,Ball,Kill the enemy Ball carrier.,Ball Carrier Kill,30
2683910456,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,75,450,74,74,1125,899,Style,Kill an opponent with a headshot from a Battle Rifle after depleting their shields with a fully-charged Plasma Pistol.,Noob Combo,120
2093481574,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,750,0,74,74,1125,899,WeaponProficiency,Kill two or more enemies by using only one Sniper Rifle round.,Snipeltaneous!,5
2966496172,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,150,675,74,74,1125,899,Style,Kill an opponent by performing an assassination.,Assassination,190
3653057799,https://content.halocdn.com/media/Default/games/halo-5-guardians/sprites/medalspritesheet-be288ea5c0994a4e9d36f43aee7bc631.png,450,750,74,74,1125,899,WeaponProficiency,Kill a player in five shots with the Magnum without missing.,Perfect Kill,40
